spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,<$solving_time_azure_2_7_10286
1,1,0,0,1,1,0,1,0,1,0,0,1,1,5.005
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.015
1,0,1,0,1,1,0,1,0,1,0,0,1,1,5.0
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0.04
1,1,1,0,1,1,0,1,0,1,0,0,1,1,5.005
0,0,0,1,1,1,0,1,0,1,0,0,1,1,0.015
1,0,0,1,1,1,0,1,0,1,0,0,1,1,5.0
0,1,0,1,1,1,0,1,0,1,0,0,1,1,0.04
1,1,0,1,1,1,0,1,0,1,0,0,1,1,5.0
0,0,1,1,1,1,0,1,0,1,0,0,1,1,0.01
1,0,1,1,1,1,0,1,0,1,0,0,1,1,5.0
0,1,1,1,1,1,0,1,0,1,0,0,1,1,0.045
1,1,1,1,1,1,0,1,0,1,0,0,1,1,5.0
0,0,0,0,0,0,1,1,0,1,0,0,1,1,0.02
1,0,0,0,0,0,1,1,0,1,0,0,1,1,5.0
0,1,0,0,0,0,1,1,0,1,0,0,1,1,0.02
1,1,0,0,0,0,1,1,0,1,0,0,1,1,3.955
0,0,1,0,0,0,1,1,0,1,0,0,1,1,0.01
1,0,1,0,0,0,1,1,0,1,0,0,1,1,0.25
0,1,1,0,0,0,1,1,0,1,0,0,1,1,0.04
1,1,1,0,0,0,1,1,0,1,0,0,1,1,5.01
0,0,0,1,0,0,1,1,0,1,0,0,1,1,0.01
1,0,0,1,0,0,1,1,0,1,0,0,1,1,5.02
0,1,0,1,0,0,1,1,0,1,0,0,1,1,0.005
1,1,0,1,0,0,1,1,0,1,0,0,1,1,5.045
0,0,1,1,0,0,1,1,0,1,0,0,1,1,0.015
1,0,1,1,0,0,1,1,0,1,0,0,1,1,5.02
0,1,1,1,0,0,1,1,0,1,0,0,1,1,0.005
1,1,1,1,0,0,1,1,0,1,0,0,1,1,5.025
0,0,0,0,1,0,1,1,0,1,0,0,1,1,0.055
1,0,0,0,1,0,1,1,0,1,0,0,1,1,5.005
0,1,0,0,1,0,1,1,0,1,0,0,1,1,0.055
1,1,0,0,1,0,1,1,0,1,0,0,1,1,5.01
0,0,1,0,1,0,1,1,0,1,0,0,1,1,0.02
1,0,1,0,1,0,1,1,0,1,0,0,1,1,5.01
0,1,1,0,1,0,1,1,0,1,0,0,1,1,0.045
1,1,1,0,1,0,1,1,0,1,0,0,1,1,5.01
0,0,0,1,1,0,1,1,0,1,0,0,1,1,0.0
1,0,0,1,1,0,1,1,0,1,0,0,1,1,4.64
0,1,0,1,1,0,1,1,0,1,0,0,1,1,0.01
1,1,0,1,1,0,1,1,0,1,0,0,1,1,1.505
0,0,1,1,1,0,1,1,0,1,0,0,1,1,0.0
1,0,1,1,1,0,1,1,0,1,0,0,1,1,5.01
0,1,1,1,1,0,1,1,0,1,0,0,1,1,0.025
1,1,1,1,1,0,1,1,0,1,0,0,1,1,5.01
0,0,0,0,0,1,1,1,0,1,0,0,1,1,0.015
1,0,0,0,0,1,1,1,0,1,0,0,1,1,5.01
0,1,0,0,0,1,1,1,0,1,0,0,1,1,0.04
1,1,0,0,0,1,1,1,0,1,0,0,1,1,5.0
0,0,1,0,0,1,1,1,0,1,0,0,1,1,0.02
1,0,1,0,0,1,1,1,0,1,0,0,1,1,5.01
0,1,1,0,0,1,1,1,0,1,0,0,1,1,0.035
1,1,1,0,0,1,1,1,0,1,0,0,1,1,5.0
0,0,0,1,0,1,1,1,0,1,0,0,1,1,0.015
1,0,0,1,0,1,1,1,0,1,0,0,1,1,5.005
0,1,0,1,0,1,1,1,0,1,0,0,1,1,0.02
1,1,0,1,0,1,1,1,0,1,0,0,1,1,5.01
0,0,1,1,0,1,1,1,0,1,0,0,1,1,0.01
1,0,1,1,0,1,1,1,0,1,0,0,1,1,5.0
0,1,1,1,0,1,1,1,0,1,0,0,1,1,0.025
1,1,1,1,0,1,1,1,0,1,0,0,1,1,0.395
0,0,0,0,1,1,1,1,0,1,0,0,1,1,0.02
1,0,0,0,1,1,1,1,0,1,0,0,1,1,5.01
0,1,0,0,1,1,1,1,0,1,0,0,1,1,0.045
1,1,0,0,1,1,1,1,0,1,0,0,1,1,5.0
0,0,1,0,1,1,1,1,0,1,0,0,1,1,0.02
1,0,1,0,1,1,1,1,0,1,0,0,1,1,5.01
0,1,1,0,1,1,1,1,0,1,0,0,1,1,0.03
1,1,1,0,1,1,1,1,0,1,0,0,1,1,5.005
0,0,0,1,1,1,1,1,0,1,0,0,1,1,0.01
1,0,0,1,1,1,1,1,0,1,0,0,1,1,5.0
0,1,0,1,1,1,1,1,0,1,0,0,1,1,0.035
1,1,0,1,1,1,1,1,0,1,0,0,1,1,5.01
0,0,1,1,1,1,1,1,0,1,0,0,1,1,0.02
1,0,1,1,1,1,1,1,0,1,0,0,1,1,5.01
0,1,1,1,1,1,1,1,0,1,0,0,1,1,0.02
1,1,1,1,1,1,1,1,0,1,0,0,1,1,5.01
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.0
1,0,0,0,0,0,0,0,1,1,0,0,1,1,5.005
0,1,0,0,0,0,0,0,1,1,0,0,1,1,0.025
1,1,0,0,0,0,0,0,1,1,0,0,1,1,5.01
0,0,1,0,0,0,0,0,1,1,0,0,1,1,0.0
1,0,1,0,0,0,0,0,1,1,0,0,1,1,5.025
0,1,1,0,0,0,0,0,1,1,0,0,1,1,0.0
1,1,1,0,0,0,0,0,1,1,0,0,1,1,2.035
0,0,0,1,0,0,0,0,1,1,0,0,1,1,0.01
1,0,0,1,0,0,0,0,1,1,0,0,1,1,5.035
0,1,0,1,0,0,0,0,1,1,0,0,1,1,0.01
1,1,0,1,0,0,0,0,1,1,0,0,1,1,5.02
0,0,1,1,0,0,0,0,1,1,0,0,1,1,0.01
1,0,1,1,0,0,0,0,1,1,0,0,1,1,5.02
0,1,1,1,0,0,0,0,1,1,0,0,1,1,0.01
1,1,1,1,0,0,0,0,1,1,0,0,1,1,5.02
0,0,0,0,1,0,0,0,1,1,0,0,1,1,0.08
1,0,0,0,1,0,0,0,1,1,0,0,1,1,5.01
0,1,0,0,1,0,0,0,1,1,0,0,1,1,0.02
1,1,0,0,1,0,0,0,1,1,0,0,1,1,5.015
0,0,1,0,1,0,0,0,1,1,0,0,1,1,0.065
1,0,1,0,1,0,0,0,1,1,0,0,1,1,5.01
0,1,1,0,1,0,0,0,1,1,0,0,1,1,0.02
1,1,1,0,1,0,0,0,1,1,0,0,1,1,5.01
0,0,0,1,1,0,0,0,1,1,0,0,1,1,0.07
1,0,0,1,1,0,0,0,1,1,0,0,1,1,5.01
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.02
1,1,0,1,1,0,0,0,1,1,0,0,1,1,5.015
0,0,1,1,1,0,0,0,1,1,0,0,1,1,0.06
1,0,1,1,1,0,0,0,1,1,0,0,1,1,5.01
0,1,1,1,1,0,0,0,1,1,0,0,1,1,0.02
1,1,1,1,1,0,0,0,1,1,0,0,1,1,5.01
0,0,0,0,0,1,0,0,1,1,0,0,1,1,0.015
1,0,0,0,0,1,0,0,1,1,0,0,1,1,5.0
0,1,0,0,0,1,0,0,1,1,0,0,1,1,0.03
1,1,0,0,0,1,0,0,1,1,0,0,1,1,5.0
0,0,1,0,0,1,0,0,1,1,0,0,1,1,0.015
1,0,1,0,0,1,0,0,1,1,0,0,1,1,5.0
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0.03
1,1,1,0,0,1,0,0,1,1,0,0,1,1,5.0
0,0,0,1,0,1,0,0,1,1,0,0,1,1,0.015
1,0,0,1,0,1,0,0,1,1,0,0,1,1,5.0
0,1,0,1,0,1,0,0,1,1,0,0,1,1,0.03
1,1,0,1,0,1,0,0,1,1,0,0,1,1,5.005
0,0,1,1,0,1,0,0,1,1,0,0,1,1,0.02
1,0,1,1,0,1,0,0,1,1,0,0,1,1,5.0
0,1,1,1,0,1,0,0,1,1,0,0,1,1,0.03
1,1,1,1,0,1,0,0,1,1,0,0,1,1,5.0
0,0,0,0,1,1,0,0,1,1,0,0,1,1,0.02
1,0,0,0,1,1,0,0,1,1,0,0,1,1,5.0
0,1,0,0,1,1,0,0,1,1,0,0,1,1,0.05
1,1,0,0,1,1,0,0,1,1,0,0,1,1,5.0
0,0,1,0,1,1,0,0,1,1,0,0,1,1,0.015
1,0,1,0,1,1,0,0,1,1,0,0,1,1,5.005
0,1,1,0,1,1,0,0,1,1,0,0,1,1,0.045
1,1,1,0,1,1,0,0,1,1,0,0,1,1,5.0
0,0,0,1,1,1,0,0,1,1,0,0,1,1,0.015
1,0,0,1,1,1,0,0,1,1,0,0,1,1,5.0
0,1,0,1,1,1,0,0,1,1,0,0,1,1,0.045
1,1,0,1,1,1,0,0,1,1,0,0,1,1,5.0
0,0,1,1,1,1,0,0,1,1,0,0,1,1,0.015
1,0,1,1,1,1,0,0,1,1,0,0,1,1,5.0
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.04
1,1,1,1,1,1,0,0,1,1,0,0,1,1,5.0
0,0,0,0,0,0,1,0,1,1,0,0,1,1,0.02
1,0,0,0,0,0,1,0,1,1,0,0,1,1,5.0
0,1,0,0,0,0,1,0,1,1,0,0,1,1,0.02
1,1,0,0,0,0,1,0,1,1,0,0,1,1,4.08
0,0,1,0,0,0,1,0,1,1,0,0,1,1,0.01
1,0,1,0,0,0,1,0,1,1,0,0,1,1,0.245
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.04
1,1,1,0,0,0,1,0,1,1,0,0,1,1,5.01
0,0,0,1,0,0,1,0,1,1,0,0,1,1,0.01
1,0,0,1,0,0,1,0,1,1,0,0,1,1,5.02
0,1,0,1,0,0,1,0,1,1,0,0,1,1,0.01
1,1,0,1,0,0,1,0,1,1,0,0,1,1,5.045
0,0,1,1,0,0,1,0,1,1,0,0,1,1,0.02
1,0,1,1,0,0,1,0,1,1,0,0,1,1,5.02
0,1,1,1,0,0,1,0,1,1,0,0,1,1,0.005
1,1,1,1,0,0,1,0,1,1,0,0,1,1,5.02
0,0,0,0,1,0,1,0,1,1,0,0,1,1,0.05
1,0,0,0,1,0,1,0,1,1,0,0,1,1,5.01
0,1,0,0,1,0,1,0,1,1,0,0,1,1,0.055
1,1,0,0,1,0,1,0,1,1,0,0,1,1,5.01
0,0,1,0,1,0,1,0,1,1,0,0,1,1,0.02
1,0,1,0,1,0,1,0,1,1,0,0,1,1,5.01
0,1,1,0,1,0,1,0,1,1,0,0,1,1,0.05
1,1,1,0,1,0,1,0,1,1,0,0,1,1,5.01
0,0,0,1,1,0,1,0,1,1,0,0,1,1,0.0
1,0,0,1,1,0,1,0,1,1,0,0,1,1,4.76
0,1,0,1,1,0,1,0,1,1,0,0,1,1,0.01
1,1,0,1,1,0,1,0,1,1,0,0,1,1,1.465
0,0,1,1,1,0,1,0,1,1,0,0,1,1,0.0
1,0,1,1,1,0,1,0,1,1,0,0,1,1,5.01
0,1,1,1,1,0,1,0,1,1,0,0,1,1,0.03
1,1,1,1,1,0,1,0,1,1,0,0,1,1,5.01
0,0,0,0,0,1,1,0,1,1,0,0,1,1,0.01
1,0,0,0,0,1,1,0,1,1,0,0,1,1,5.01
0,1,0,0,0,1,1,0,1,1,0,0,1,1,0.04
1,1,0,0,0,1,1,0,1,1,0,0,1,1,5.0
0,0,1,0,0,1,1,0,1,1,0,0,1,1,0.015
1,0,1,0,0,1,1,0,1,1,0,0,1,1,5.01
0,1,1,0,0,1,1,0,1,1,0,0,1,1,0.04
1,1,1,0,0,1,1,0,1,1,0,0,1,1,5.005
0,0,0,1,0,1,1,0,1,1,0,0,1,1,0.015
1,0,0,1,0,1,1,0,1,1,0,0,1,1,5.01
0,1,0,1,0,1,1,0,1,1,0,0,1,1,0.025
1,1,0,1,0,1,1,0,1,1,0,0,1,1,5.01
0,0,1,1,0,1,1,0,1,1,0,0,1,1,0.015
1,0,1,1,0,1,1,0,1,1,0,0,1,1,5.0
0,1,1,1,0,1,1,0,1,1,0,0,1,1,0.03
1,1,1,1,0,1,1,0,1,1,0,0,1,1,0.415
0,0,0,0,1,1,1,0,1,1,0,0,1,1,0.02
1,0,0,0,1,1,1,0,1,1,0,0,1,1,5.01
0,1,0,0,1,1,1,0,1,1,0,0,1,1,0.04
1,1,0,0,1,1,1,0,1,1,0,0,1,1,5.0
0,0,1,0,1,1,1,0,1,1,0,0,1,1,0.01
1,0,1,0,1,1,1,0,1,1,0,0,1,1,5.01
0,1,1,0,1,1,1,0,1,1,0,0,1,1,0.03
1,1,1,0,1,1,1,0,1,1,0,0,1,1,5.01
0,0,0,1,1,1,1,0,1,1,0,0,1,1,0.02
1,0,0,1,1,1,1,0,1,1,0,0,1,1,5.005
0,1,0,1,1,1,1,0,1,1,0,0,1,1,0.035
1,1,0,1,1,1,1,0,1,1,0,0,1,1,5.01
0,0,1,1,1,1,1,0,1,1,0,0,1,1,0.02
1,0,1,1,1,1,1,0,1,1,0,0,1,1,5.01
0,1,1,1,1,1,1,0,1,1,0,0,1,1,0.03
1,1,1,1,1,1,1,0,1,1,0,0,1,1,5.01
0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.0
1,0,0,0,0,0,0,1,1,1,0,0,1,1,5.01
0,1,0,0,0,0,0,1,1,1,0,0,1,1,0.03
1,1,0,0,0,0,0,1,1,1,0,0,1,1,5.01
0,0,1,0,0,0,0,1,1,1,0,0,1,1,0.0
1,0,1,0,0,0,0,1,1,1,0,0,1,1,5.02
0,1,1,0,0,0,0,1,1,1,0,0,1,1,0.005
1,1,1,0,0,0,0,1,1,1,0,0,1,1,2.05
0,0,0,1,0,0,0,1,1,1,0,0,1,1,0.005
1,0,0,1,0,0,0,1,1,1,0,0,1,1,5.02
0,1,0,1,0,0,0,1,1,1,0,0,1,1,0.01
1,1,0,1,0,0,0,1,1,1,0,0,1,1,5.02
0,0,1,1,0,0,0,1,1,1,0,0,1,1,0.01
1,0,1,1,0,0,0,1,1,1,0,0,1,1,5.02
0,1,1,1,0,0,0,1,1,1,0,0,1,1,0.01
1,1,1,1,0,0,0,1,1,1,0,0,1,1,5.025
0,0,0,0,1,0,0,1,1,1,0,0,1,1,0.07
1,0,0,0,1,0,0,1,1,1,0,0,1,1,5.015
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.02
1,1,0,0,1,0,0,1,1,1,0,0,1,1,5.01
0,0,1,0,1,0,0,1,1,1,0,0,1,1,0.07
1,0,1,0,1,0,0,1,1,1,0,0,1,1,5.01
0,1,1,0,1,0,0,1,1,1,0,0,1,1,0.02
1,1,1,0,1,0,0,1,1,1,0,0,1,1,5.01
0,0,0,1,1,0,0,1,1,1,0,0,1,1,0.07
1,0,0,1,1,0,0,1,1,1,0,0,1,1,5.01
0,1,0,1,1,0,0,1,1,1,0,0,1,1,0.02
1,1,0,1,1,0,0,1,1,1,0,0,1,1,5.01
0,0,1,1,1,0,0,1,1,1,0,0,1,1,0.065
1,0,1,1,1,0,0,1,1,1,0,0,1,1,5.01
0,1,1,1,1,0,0,1,1,1,0,0,1,1,0.02
1,1,1,1,1,0,0,1,1,1,0,0,1,1,5.01
0,0,0,0,0,1,0,1,1,1,0,0,1,1,0.015
1,0,0,0,0,1,0,1,1,1,0,0,1,1,5.0
0,1,0,0,0,1,0,1,1,1,0,0,1,1,0.03
1,1,0,0,0,1,0,1,1,1,0,0,1,1,5.0
0,0,1,0,0,1,0,1,1,1,0,0,1,1,0.02
1,0,1,0,0,1,0,1,1,1,0,0,1,1,5.0
0,1,1,0,0,1,0,1,1,1,0,0,1,1,0.03
1,1,1,0,0,1,0,1,1,1,0,0,1,1,5.0
0,0,0,1,0,1,0,1,1,1,0,0,1,1,0.02
1,0,0,1,0,1,0,1,1,1,0,0,1,1,5.0
0,1,0,1,0,1,0,1,1,1,0,0,1,1,0.03
1,1,0,1,0,1,0,1,1,1,0,0,1,1,5.0
0,0,1,1,0,1,0,1,1,1,0,0,1,1,0.02
1,0,1,1,0,1,0,1,1,1,0,0,1,1,5.0
0,1,1,1,0,1,0,1,1,1,0,0,1,1,0.03
1,1,1,1,0,1,0,1,1,1,0,0,1,1,5.0
0,0,0,0,1,1,0,1,1,1,0,0,1,1,0.01
1,0,0,0,1,1,0,1,1,1,0,0,1,1,5.005
0,1,0,0,1,1,0,1,1,1,0,0,1,1,0.04
1,1,0,0,1,1,0,1,1,1,0,0,1,1,5.005
0,0,1,0,1,1,0,1,1,1,0,0,1,1,0.01
1,0,1,0,1,1,0,1,1,1,0,0,1,1,5.005
0,1,1,0,1,1,0,1,1,1,0,0,1,1,0.04
1,1,1,0,1,1,0,1,1,1,0,0,1,1,5.0
0,0,0,1,1,1,0,1,1,1,0,0,1,1,0.02
1,0,0,1,1,1,0,1,1,1,0,0,1,1,5.0
0,1,0,1,1,1,0,1,1,1,0,0,1,1,0.04
1,1,0,1,1,1,0,1,1,1,0,0,1,1,5.0
0,0,1,1,1,1,0,1,1,1,0,0,1,1,0.02
1,0,1,1,1,1,0,1,1,1,0,0,1,1,5.0
0,1,1,1,1,1,0,1,1,1,0,0,1,1,0.05
1,1,1,1,1,1,0,1,1,1,0,0,1,1,5.005
0,0,0,0,0,0,1,1,1,1,0,0,1,1,0.02
1,0,0,0,0,0,1,1,1,1,0,0,1,1,5.0
0,1,0,0,0,0,1,1,1,1,0,0,1,1,0.02
1,1,0,0,0,0,1,1,1,1,0,0,1,1,3.94
0,0,1,0,0,0,1,1,1,1,0,0,1,1,0.01
1,0,1,0,0,0,1,1,1,1,0,0,1,1,0.255
0,1,1,0,0,0,1,1,1,1,0,0,1,1,0.04
1,1,1,0,0,0,1,1,1,1,0,0,1,1,5.01
0,0,0,1,0,0,1,1,1,1,0,0,1,1,0.005
1,0,0,1,0,0,1,1,1,1,0,0,1,1,5.02
0,1,0,1,0,0,1,1,1,1,0,0,1,1,0.01
1,1,0,1,0,0,1,1,1,1,0,0,1,1,5.045
0,0,1,1,0,0,1,1,1,1,0,0,1,1,0.015
1,0,1,1,0,0,1,1,1,1,0,0,1,1,5.02
0,1,1,1,0,0,1,1,1,1,0,0,1,1,0.01
1,1,1,1,0,0,1,1,1,1,0,0,1,1,5.02
0,0,0,0,1,0,1,1,1,1,0,0,1,1,0.045
1,0,0,0,1,0,1,1,1,1,0,0,1,1,5.01
0,1,0,0,1,0,1,1,1,1,0,0,1,1,0.055
1,1,0,0,1,0,1,1,1,1,0,0,1,1,5.01
0,0,1,0,1,0,1,1,1,1,0,0,1,1,0.02
1,0,1,0,1,0,1,1,1,1,0,0,1,1,5.015
0,1,1,0,1,0,1,1,1,1,0,0,1,1,0.06
1,1,1,0,1,0,1,1,1,1,0,0,1,1,5.01
0,0,0,1,1,0,1,1,1,1,0,0,1,1,0.0
1,0,0,1,1,0,1,1,1,1,0,0,1,1,4.495
0,1,0,1,1,0,1,1,1,1,0,0,1,1,0.01
1,1,0,1,1,0,1,1,1,1,0,0,1,1,1.43
0,0,1,1,1,0,1,1,1,1,0,0,1,1,0.0
1,0,1,1,1,0,1,1,1,1,0,0,1,1,5.01
0,1,1,1,1,0,1,1,1,1,0,0,1,1,0.03
1,1,1,1,1,0,1,1,1,1,0,0,1,1,5.01
0,0,0,0,0,1,1,1,1,1,0,0,1,1,0.02
1,0,0,0,0,1,1,1,1,1,0,0,1,1,5.01
0,1,0,0,0,1,1,1,1,1,0,0,1,1,0.025
1,1,0,0,0,1,1,1,1,1,0,0,1,1,5.0
0,0,1,0,0,1,1,1,1,1,0,0,1,1,0.02
1,0,1,0,0,1,1,1,1,1,0,0,1,1,5.005
0,1,1,0,0,1,1,1,1,1,0,0,1,1,0.04
1,1,1,0,0,1,1,1,1,1,0,0,1,1,5.01
0,0,0,1,0,1,1,1,1,1,0,0,1,1,0.015
1,0,0,1,0,1,1,1,1,1,0,0,1,1,5.01
0,1,0,1,0,1,1,1,1,1,0,0,1,1,0.02
1,1,0,1,0,1,1,1,1,1,0,0,1,1,5.01
0,0,1,1,0,1,1,1,1,1,0,0,1,1,0.01
1,0,1,1,0,1,1,1,1,1,0,0,1,1,5.005
0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.04
1,1,1,1,0,1,1,1,1,1,0,0,1,1,0.41
0,0,0,0,1,1,1,1,1,1,0,0,1,1,0.01
1,0,0,0,1,1,1,1,1,1,0,0,1,1,5.01
0,1,0,0,1,1,1,1,1,1,0,0,1,1,0.04
1,1,0,0,1,1,1,1,1,1,0,0,1,1,5.005
0,0,1,0,1,1,1,1,1,1,0,0,1,1,0.015
1,0,1,0,1,1,1,1,1,1,0,0,1,1,5.0
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.03
1,1,1,0,1,1,1,1,1,1,0,0,1,1,5.01
0,0,0,1,1,1,1,1,1,1,0,0,1,1,0.01
1,0,0,1,1,1,1,1,1,1,0,0,1,1,5.01
0,1,0,1,1,1,1,1,1,1,0,0,1,1,0.04
1,1,0,1,1,1,1,1,1,1,0,0,1,1,5.01
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.01
1,0,1,1,1,1,1,1,1,1,0,0,1,1,5.005
0,1,1,1,1,1,1,1,1,1,0,0,1,1,0.025
1,1,1,1,1,1,1,1,1,1,0,0,1,1,5.005
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0
1,0,0,0,0,0,0,0,0,0,1,0,1,1,5.005
0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.03
1,1,0,0,0,0,0,0,0,0,1,0,1,1,5.01
0,0,1,0,0,0,0,0,0,0,1,0,1,1,0.0
1,0,1,0,0,0,0,0,0,0,1,0,1,1,5.025
0,1,1,0,0,0,0,0,0,0,1,0,1,1,0.0
1,1,1,0,0,0,0,0,0,0,1,0,1,1,2.035
0,0,0,1,0,0,0,0,0,0,1,0,1,1,0.01
1,0,0,1,0,0,0,0,0,0,1,0,1,1,5.02
0,1,0,1,0,0,0,0,0,0,1,0,1,1,0.01
1,1,0,1,0,0,0,0,0,0,1,0,1,1,5.02
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0.01
1,0,1,1,0,0,0,0,0,0,1,0,1,1,5.025
0,1,1,1,0,0,0,0,0,0,1,0,1,1,0.01
1,1,1,1,0,0,0,0,0,0,1,0,1,1,5.02
0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.065
1,0,0,0,1,0,0,0,0,0,1,0,1,1,5.015
0,1,0,0,1,0,0,0,0,0,1,0,1,1,0.02
1,1,0,0,1,0,0,0,0,0,1,0,1,1,5.01
0,0,1,0,1,0,0,0,0,0,1,0,1,1,0.065
1,0,1,0,1,0,0,0,0,0,1,0,1,1,5.01
0,1,1,0,1,0,0,0,0,0,1,0,1,1,0.02
1,1,1,0,1,0,0,0,0,0,1,0,1,1,5.01
0,0,0,1,1,0,0,0,0,0,1,0,1,1,0.065
1,0,0,1,1,0,0,0,0,0,1,0,1,1,5.01
0,1,0,1,1,0,0,0,0,0,1,0,1,1,0.02
1,1,0,1,1,0,0,0,0,0,1,0,1,1,5.01
0,0,1,1,1,0,0,0,0,0,1,0,1,1,0.07
1,0,1,1,1,0,0,0,0,0,1,0,1,1,5.01
0,1,1,1,1,0,0,0,0,0,1,0,1,1,0.02
1,1,1,1,1,0,0,0,0,0,1,0,1,1,5.01
0,0,0,0,0,1,0,0,0,0,1,0,1,1,0.01
1,0,0,0,0,1,0,0,0,0,1,0,1,1,5.0
0,1,0,0,0,1,0,0,0,0,1,0,1,1,0.025
1,1,0,0,0,1,0,0,0,0,1,0,1,1,5.0
0,0,1,0,0,1,0,0,0,0,1,0,1,1,0.01
1,0,1,0,0,1,0,0,0,0,1,0,1,1,5.0
0,1,1,0,0,1,0,0,0,0,1,0,1,1,0.02
1,1,1,0,0,1,0,0,0,0,1,0,1,1,5.0
0,0,0,1,0,1,0,0,0,0,1,0,1,1,0.01
1,0,0,1,0,1,0,0,0,0,1,0,1,1,5.0
0,1,0,1,0,1,0,0,0,0,1,0,1,1,0.03
1,1,0,1,0,1,0,0,0,0,1,0,1,1,5.0
0,0,1,1,0,1,0,0,0,0,1,0,1,1,0.01
1,0,1,1,0,1,0,0,0,0,1,0,1,1,5.005
0,1,1,1,0,1,0,0,0,0,1,0,1,1,0.03
1,1,1,1,0,1,0,0,0,0,1,0,1,1,5.0
0,0,0,0,1,1,0,0,0,0,1,0,1,1,0.02
1,0,0,0,1,1,0,0,0,0,1,0,1,1,5.0
0,1,0,0,1,1,0,0,0,0,1,0,1,1,0.045
1,1,0,0,1,1,0,0,0,0,1,0,1,1,5.0
0,0,1,0,1,1,0,0,0,0,1,0,1,1,0.015
1,0,1,0,1,1,0,0,0,0,1,0,1,1,5.0
0,1,1,0,1,1,0,0,0,0,1,0,1,1,0.04
1,1,1,0,1,1,0,0,0,0,1,0,1,1,5.0
0,0,0,1,1,1,0,0,0,0,1,0,1,1,0.015
1,0,0,1,1,1,0,0,0,0,1,0,1,1,5.0
0,1,0,1,1,1,0,0,0,0,1,0,1,1,0.04
1,1,0,1,1,1,0,0,0,0,1,0,1,1,5.0
0,0,1,1,1,1,0,0,0,0,1,0,1,1,0.02
1,0,1,1,1,1,0,0,0,0,1,0,1,1,5.0
0,1,1,1,1,1,0,0,0,0,1,0,1,1,0.05
1,1,1,1,1,1,0,0,0,0,1,0,1,1,5.0
0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.01
1,0,0,0,0,0,1,0,0,0,1,0,1,1,5.0
0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.02
1,1,0,0,0,0,1,0,0,0,1,0,1,1,3.805
0,0,1,0,0,0,1,0,0,0,1,0,1,1,0.01
1,0,1,0,0,0,1,0,0,0,1,0,1,1,0.24
0,1,1,0,0,0,1,0,0,0,1,0,1,1,0.04
1,1,1,0,0,0,1,0,0,0,1,0,1,1,5.01
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0.01
1,0,0,1,0,0,1,0,0,0,1,0,1,1,5.02
0,1,0,1,0,0,1,0,0,0,1,0,1,1,0.01
1,1,0,1,0,0,1,0,0,0,1,0,1,1,5.04
0,0,1,1,0,0,1,0,0,0,1,0,1,1,0.01
1,0,1,1,0,0,1,0,0,0,1,0,1,1,5.02
0,1,1,1,0,0,1,0,0,0,1,0,1,1,0.005
1,1,1,1,0,0,1,0,0,0,1,0,1,1,5.02
0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.045
1,0,0,0,1,0,1,0,0,0,1,0,1,1,5.005
0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.05
1,1,0,0,1,0,1,0,0,0,1,0,1,1,5.01
0,0,1,0,1,0,1,0,0,0,1,0,1,1,0.015
1,0,1,0,1,0,1,0,0,0,1,0,1,1,5.01
0,1,1,0,1,0,1,0,0,0,1,0,1,1,0.05
1,1,1,0,1,0,1,0,0,0,1,0,1,1,5.01
0,0,0,1,1,0,1,0,0,0,1,0,1,1,0.0
1,0,0,1,1,0,1,0,0,0,1,0,1,1,4.41
0,1,0,1,1,0,1,0,0,0,1,0,1,1,0.005
1,1,0,1,1,0,1,0,0,0,1,0,1,1,1.45
0,0,1,1,1,0,1,0,0,0,1,0,1,1,0.0
1,0,1,1,1,0,1,0,0,0,1,0,1,1,5.01
0,1,1,1,1,0,1,0,0,0,1,0,1,1,0.025
1,1,1,1,1,0,1,0,0,0,1,0,1,1,5.01
0,0,0,0,0,1,1,0,0,0,1,0,1,1,0.01
1,0,0,0,0,1,1,0,0,0,1,0,1,1,5.01
